Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2009,0,1,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,0,0,0,0,0,0,13500
VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,SUV,2021,1000,1,Gasolina,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,120000
CITROEN C5 3.0 24V 210CV 4P AUT.,CITROEN,Sedã,2007,99999999,1,Gasolina,Manual,Mecânica,Prata,4,4,0,0,0,0,0,0,0,0,0,0,7500
FIAT UNO,FIAT,null,2005,150000,null,null,null,null,null,null,null,1,1,1,0,1,0,1,0,0,0,12800
FORD FIESTA CLASS 1.0 4P,FORD,Hatch,2006,125852,1,Gasolina,Manual,Hidráulica,Preto,4,6,1,1,1,1,0,0,1,0,0,0,13300
FIAT PALIO 1.0 CEL. ECON./ITALIA F.FLEX 8V 4P,FIAT,Hatch,2013,121000,1,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,0,0,29500
VW - VOLKSWAGEN POLO SED. COMFORT. 1.6 MI TOT. FLEX 8V,VW - VOLKSWAGEN,Sedã,2011,114000,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,1,1,0,26500
NISSAN FRONTIER SV ATTACK CD 4X2 2.5 TB DIESEL,NISSAN,Pick-up,2013,96000,2,Diesel,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,1,0,75000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2018,41000,2,Flex,Automático,Hidráulica,Outra,4,8,1,1,1,1,1,1,1,0,1,0,96000
VW - VOLKSWAGEN VOYAGE CL 1.8,VW - VOLKSWAGEN,Sedã,1989,909000,1.8,Gasolina,Manual,Mecânica,Prata,2,9,0,0,0,0,1,0,0,0,0,0,6000
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Hatch,2014,87300,1.8,Flex,Automático,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,1,0,0,50000
FIAT UNO VIVACE COLLEGE 1.0 EVO FIREFLEX 5P,FIAT,Hatch,2014,65000,1,Flex,Manual,Hidráulica,Prata,4,5,1,1,1,1,0,1,1,1,1,0,18500
JEEP COMPASS SPORT 2.0 4X2 FLEX 16V AUT.,JEEP,SUV,2021,6500,2,Flex,Automático,Elétrica,Preto,4,6,1,1,1,1,1,1,1,1,1,0,128000
HYUNDAI HB20 COMFORT STYLE 1.0 TB FLEX 12V MEC.,HYUNDAI,Sedã,2016,65000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,0,1,1,1,1,0,0,44900
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Passeio,2018,50000,1,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,44000
FIAT PALIO EDX 1.0 MPI 4P,FIAT,Passeio,1997,245591,1,Gasolina,Manual,Mecânica,Cinza,4,5,1,1,1,0,1,0,1,0,1,0,9000
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Hatch,2019,9000,1.5,Flex,Automático,Elétrica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,84800
VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,Sedã,2014,117000,1,Flex,Manual,Hidráulica,Branco,4,4,0,0,0,0,0,0,0,0,0,0,30000
FIAT STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD,FIAT,Pick-up,2015,37000,1.8,Flex,Semi-Automático,Hidráulica,Prata,null,null,1,1,1,1,1,1,1,1,0,0,61000
RENAULT TWINGO 1.2,RENAULT,Hatch,1994,135000,1.2,Gasolina,Manual,Mecânica,Cinza,2,5,0,0,0,0,1,0,0,0,0,0,0
RENAULT CAPTUR ZEN 1.6 16V FLEX 5P AUT.,RENAULT,SUV,2018,10,1.6,Flex,Automático,Elétrica,Vermelho,4,9,1,1,1,1,1,1,1,1,0,0,74000
VW - VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2015,69136,1,Flex,Manual,Hidráulica,Prata,4,9,1,1,0,1,1,1,1,0,0,0,35500
VW - VOLKSWAGEN FOX COMFORTLINE 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2016,77000,1.6,Flex,Manual,Elétrica,Prata,4,2,1,1,1,0,1,1,1,1,0,0,42000
RENAULT SANDERO PRIVILÈGE HI-FLEX 1.6 8V 5P,RENAULT,Passeio,2011,125783,1.6,Gasolina,Manual,Hidráulica,Prata,4,4,0,0,1,1,1,0,1,1,0,0,26500
VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,Passeio,2019,20400,1,Flex,Automático,Elétrica,Branco,4,8,1,1,1,0,1,1,1,1,1,0,76000
GM - CHEVROLET S10 BLAZER DLX 2.8 4X4 TB INTERC. DIESEL,GM - CHEVROLET,Pick-up,2010,200000,2,Diesel,Manual,Hidráulica,Prata,4,2,1,1,1,1,0,0,0,0,0,0,65000
GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,Hatch,2019,49500,1.4,Flex,Automático,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,65500
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,GM - CHEVROLET,Van/Utilitário,2018,89000,1.8,Flex,Manual,Elétrica,Prata,4,9,1,1,1,0,1,1,1,1,1,0,58000
FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,null,2018,65000,1,Flex,Manual,Elétrica,Branco,4,2,0,1,1,0,1,1,1,1,0,0,42000
FORD FIESTA SE 1.0 8V FLEX 5P,FORD,Hatch,2014,75000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,0,0,0,25500
KIA MOTORS MAGENTIS LX 2.0 16V AUT,KIA MOTORS,Sedã,2010,120000,2,Gasolina,Automático,Hidráulica,Preto,4,null,1,1,1,1,1,1,1,1,1,0,26000
GM - CHEVROLET CORSA HAT. MAXX 1.8 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2009,196000,1.8,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,0,0,0,0,0,19000
FIAT ARGO TREKKING 1.3 8V FLEX,FIAT,Hatch,2022,33,1.3,Flex,Manual,Elétrica,Vermelho,4,null,1,1,1,0,1,1,0,0,0,0,77990
FORD FIESTA CLASS 1.0 4P,FORD,null,2011,130000,1,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,0,0,0,18500
AUDI Q5 AMBIENTE 2.0 TFSI QUATTRO S TRONIC,AUDI,SUV,2018,40000,null,Gasolina,Automático,null,Preto,4,9,0,0,0,0,0,0,0,0,0,0,209900
FORD FIESTA 1.0I 3P E 5P,FORD,Hatch,2006,0,1,Gasolina,Manual,Mecânica,Preto,4,9,1,1,1,0,1,0,1,0,1,0,15000
FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,SUV,2019,34643,2,Flex,Automático,Elétrica,Prata,4,null,1,1,1,0,1,1,1,1,1,0,79900
RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2013,66106,1.6,Flex,Manual,Hidráulica,Vermelho,4,4,1,1,1,1,1,1,1,1,0,0,39000
TOYOTA YARIS,TOYOTA,Sedã,2019,33000,null,Gasolina,Automático,Elétrica,Outra,4,0,1,1,1,1,1,1,1,1,1,0,74000
VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Sedã,2010,122000,1.6,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,1,0,0,24600
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,46000,1.4,Flex,Manual,Elétrica,Prata,4,3,0,0,0,0,0,0,0,0,0,0,42000
TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.,TOYOTA,Sedã,2019,1,1.8,Flex,Automático,Elétrica,Branco,4,9,1,1,1,0,1,0,0,0,0,0,73500
VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,null,2017,47700,1,Flex,Manual,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,0,0,48000
NISSAN KICKS SV 1.6 16V FLEXSTAR 5P AUT.,NISSAN,SUV,2020,53000,1.6,Flex,Automático,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,89500
GM - CHEVROLET SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,GM - CHEVROLET,null,2014,180000,1.8,Flex,Automático,Hidráulica,Branco,4,null,1,1,1,0,1,0,1,0,0,0,39000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2001,173000,1,null,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,12500
TOYOTA HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,TOYOTA,Pick-up,2018,56000,2,Diesel,Automático,Hidráulica,Branco,4,3,1,1,1,1,0,1,1,1,1,0,185000
RENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.,RENAULT,SUV,2013,150000,1.6,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,38990
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2017,78000,1.6,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,0,1,1,1,1,0,78000
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Passeio,2013,101000,1.4,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,34000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Sedã,2013,113000,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,1,1,1,1,0,0,28000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2014,43000,1.6,Flex,Manual,Hidráulica,Vermelho,4,2,1,1,1,1,1,1,1,1,0,0,46500
HYUNDAI HB20X PREMIUM 1.6 FLEX 16V AUT.,HYUNDAI,Hatch,2015,64500,1.6,Flex,Automático,Elétrica,Branco,4,1,1,1,1,1,1,1,1,1,1,0,54000
FIAT PALIO ATTRA. BEST SELLER 1.0 EVO FLEX 5P,FIAT,Hatch,2013,120000,1,Flex,Manual,Hidráulica,Preto,4,2,1,1,1,1,1,1,1,1,0,0,27500
VW - VOLKSWAGEN GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2013,108,1.6,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,1,1,1,1,0,0,35000
VW - VOLKSWAGEN FOX TRENDLINE 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2013,76000,1,Flex,Manual,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,1,1,0,32000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Passeio,2012,100000,2,Flex,Automático,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,50000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2013,70000,1,Flex,Manual,Hidráulica,Verde,4,0,1,1,1,1,1,1,1,1,0,0,0
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,Hatch,1994,85555,1,Gasolina,Manual,Mecânica,Prata,2,7,0,0,0,0,0,0,0,0,0,0,3000
VW - VOLKSWAGEN FOX PEPPER 1.6 FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2016,86000,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,1,0,0,44000
HONDA CITY SEDAN EX 1.5 FLEX 16V 4P AUT.,HONDA,Passeio,2010,100000,1.5,Flex,Automático,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,1,0,35500
FIAT SIENA 1.0/ EX 1.0 MPI FIRE/ FIRE FLEX 8V,FIAT,Sedã,2008,180000,1,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,0,0,1,0,0,0,16000
TOYOTA HILUX SW4 SRX 4X4 2.8 TDI 16V DIES. AUT.,TOYOTA,SUV,2016,55000,2,Diesel,Automático,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,230000
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2019,47000,1.4,Gasolina,Manual,Hidráulica,Prata,2,9,1,1,1,1,1,1,1,0,0,0,54000
VW - VOLKSWAGEN FOX PLUS 1.6MI/ 1.6MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,null,2015,56905,null,null,null,null,Branco,4,1,0,0,0,0,0,0,0,0,0,0,35000
PEUGEOT 307,PEUGEOT,Hatch,2010,153034,1.6,Flex,Manual,Hidráulica,Branco,4,null,1,1,0,1,1,1,1,0,0,0,22500
FORD FIESTA SE 1.6 16V FLEX 5P,FORD,Hatch,2017,31600,1.6,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,0,0,0,0,45990
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2015,0,1.6,Flex,Manual,Hidráulica,Preto,4,null,1,1,1,1,1,1,1,1,0,0,35300
TOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICO,TOYOTA,Sedã,2012,110000,2,Flex,Automático,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,53500
FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Sedã,2019,19500,1,Flex,Manual,Elétrica,Branco,4,null,1,1,1,0,1,1,1,1,0,0,50900
VW - VOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4P,VW - VOLKSWAGEN,Hatch,2013,75000,1,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,0,1,1,1,0,32500
FIAT GRAND SIENA ESSENCE 1.6 FLEX 16V,FIAT,Sedã,2017,87000,null,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,0,0,49900
HYUNDAI 3.3 MPFI 4X4 7 LUGARES V6 AUT.,HYUNDAI,SUV,2015,75580,2,Gasolina,Automático,null,Branco,4,5,1,1,1,1,1,1,1,1,1,0,99990
NISSAN SENTRA S 2.0/ 2.0 FLEX FUEL 16V MEC.,NISSAN,Sedã,2012,159000,2,Flex,Manual,Elétrica,Prata,4,9,1,1,1,1,1,1,1,0,0,0,26000
RENAULT SANDERO SPORT RS 2.0 HI-POWER 16V 5P,RENAULT,Hatch,2018,29000,2,Flex,Manual,Elétrica,Branco,4,3,1,1,1,0,1,1,1,1,0,0,60000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P AUT.,GM - CHEVROLET,Hatch,2017,55000,1.4,Flex,Automático,Elétrica,Prata,4,6,1,1,1,1,1,1,1,1,0,0,58000
FORD FOCUS 2.0 16V/SE/SE PLUS FLEX 5P AUT.,FORD,Sedã,2017,24586,2,Flex,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,1,0,62000
GM - CHEVROLET CLASSIC,GM - CHEVROLET,Passeio,2004,0,1,Gás Natural,Manual,Mecânica,Branco,4,1,0,0,0,0,0,0,0,0,0,0,10500
MITSUBISHI PAJERO TR4 2.0 BLIND. 16V 131CV 4X4 AUT.,MITSUBISHI,SUV,2007,175000,2,Gasolina,Automático,Hidráulica,Preto,4,1,1,1,1,1,1,1,1,0,0,0,28000
FIAT PUNTO BLACKMOTION DUAL. 1.8 FLEX 16V 5P,FIAT,Hatch,2016,78325,1.8,Flex,Automático,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,43000
FORD FIESTA SED. 1.6 8V FLEX 4P,FORD,Sedã,2005,203000,1.6,Flex,Manual,Hidráulica,Preto,4,6,1,1,1,1,1,0,1,0,0,0,17500
FIAT PUNTO ESSENCE DUALOGIC 1.6 FLEX 16V 5P,FIAT,Hatch,2014,98000,1.6,Flex,Semi-Automático,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,37000
GM - CHEVROLET ONIX HATCH LS 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2016,49000,1,Flex,Manual,Hidráulica,Cinza,4,8,0,1,1,1,1,1,1,0,0,0,38500
FIAT UNO,FIAT,Hatch,2007,0,null,Flex,Manual,null,Preto,4,null,0,0,1,0,0,0,0,0,0,0,14000
NISSAN VERSA SL 1.6 16V FLEX FUEL 4P MEC.,NISSAN,Sedã,2013,114000,1.6,Flex,Manual,Elétrica,Prata,4,3,1,1,1,1,1,1,1,1,0,0,37990
TOYOTA HILUX SW4 4X4 2.8 DIESEL,TOYOTA,SUV,2016,55000,2,Diesel,Automático,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,230000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,1,1,Flex,Manual,Hidráulica,Prata,4,8,0,0,1,1,0,0,0,0,0,0,21000
VW - VOLKSWAGEN POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,VW - VOLKSWAGEN,Hatch,2020,20000,1,Flex,Automático,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,1,1,0,81900
FORD FIESTA CLASS 1.0 2P,FORD,Hatch,2008,92000,1,Flex,Manual,Mecânica,Preto,4,4,1,1,1,0,1,0,1,0,0,0,15000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Passeio,2019,16142,2,Flex,Automático,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,1,0,103000
FIAT UNO WAY CELEB. 1.4 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2012,111111,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,0,1,0,0,0,25800
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Passeio,2014,78000,1.4,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,35000
TOYOTA COROLLA XLI 1.6 16V 110CV AUT.,TOYOTA,Sedã,2008,151000,1.6,Gasolina,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,0,0,0,0,25000
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2013,0,1.4,Flex,Manual,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,1,0,0,32999
 ,null,null,2002,180000,null,null,null,null,Preto,4,null,1,1,1,1,1,0,1,0,0,0,16000
GM - CHEVROLET CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,GM - CHEVROLET,Hatch,2001,197000,1,Gasolina,Manual,Hidráulica,Cinza,2,2,0,1,0,0,0,0,0,0,0,0,8500
FIAT TORO ENDURENCE 1.8 16V FLEX AUT.,FIAT,Pick-up,2019,11000,1.8,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,0,1,1,1,0,0,95990
RENAULT CLIO AUTHENTIQUE HI-FLEX 1.0 16V 5P,RENAULT,Hatch,2011,220,1,Flex,Manual,Mecânica,Prata,4,0,0,0,1,0,1,0,0,0,0,0,13500
VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2019,64000,1.6,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,1,0,0,58000
VW - VOLKSWAGEN GOL COMFORTLINE 1.0 T. FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2015,72,1,Flex,Manual,Hidráulica,Branco,null,5,1,1,1,1,1,1,1,1,1,0,38000
VW - VOLKSWAGEN GOL 1.0 PLUS 8V 4P,VW - VOLKSWAGEN,Hatch,2006,150000,1,Flex,Manual,Mecânica,Cinza,4,3,0,1,1,0,0,0,1,0,0,0,13000
FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,null,2013,80000,1.4,Flex,Manual,Hidráulica,Branco,4,7,1,1,1,1,1,1,1,0,1,0,31000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,null,2017,81000,2,Flex,Automático,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,1,1,0,81000
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2011,134000,2,Flex,Automático,Hidráulica,Azul,4,8,1,1,1,1,1,1,1,1,1,0,44500
VW - VOLKSWAGEN POLO 1.6 E-FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2008,130000,1.6,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,0,1,1,0,0,0,25900
VW - VOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUT,VW - VOLKSWAGEN,Passeio,2021,9900,1,Flex,Automático,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,1,0,117000
FIAT STRADA WORKING CELEB.1.4 FIRE FLEX 8V CD,FIAT,Pick-up,2012,100000,1.4,Flex,Manual,Hidráulica,Azul,2,6,1,1,1,1,0,1,1,0,0,0,39900
GM - CHEVROLET ONIX HATCH ACTIV 1.4 8V FLEX 5P AUT.,GM - CHEVROLET,Hatch,2017,70000,1.4,Flex,Automático,Elétrica,Laranja,4,6,1,1,1,1,1,1,1,1,1,0,60000
HYUNDAI HB20S COMFORT PLUS 1.0 TB FLEX 12V MEC.,HYUNDAI,Sedã,2014,78000,1,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,0,1,0,0,37400
NISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V MEC.,NISSAN,Sedã,2010,89097,2,Flex,Manual,Elétrica,Prata,4,2,1,1,1,0,1,1,1,0,1,0,29500
FORD FOCUS 2.0 16V/ 2.0 16V FLEX 5P,FORD,Hatch,2012,84000,2,Flex,Automático,Hidráulica,Cinza,4,3,1,1,1,1,1,1,1,1,1,0,36000
VW - VOLKSWAGEN GOLF,VW - VOLKSWAGEN,null,2010,140000,null,Flex,Manual,Hidráulica,Prata,4,1,1,0,1,0,0,0,1,0,0,0,41000
PEUGEOT 207 SEDAN PASSION XS 1.6 FLEX 16V 4P,PEUGEOT,Sedã,2011,60000,1.6,Flex,Manual,Hidráulica,Branco,4,7,1,1,0,1,1,1,0,0,0,0,21900
HYUNDAI TUCSON 2.0 16V AUT.,HYUNDAI,SUV,2010,143000,2,Gasolina,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,37500
CITROEN C3 EXCLUSIVE 1.4 FLEX 8V 5P,CITROEN,Hatch,2011,117,1.4,Flex,Manual,Elétrica,Preto,4,3,1,1,1,1,1,1,1,1,0,0,21500
GM - CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P AUT.,GM - CHEVROLET,Sedã,2015,100,1.4,Flex,Automático,Elétrica,Branco,4,6,1,1,1,0,1,1,1,1,1,0,49000
FORD FIESTA 1.3  3P E 5P,FORD,Hatch,1997,82990,1,Gasolina,Manual,Mecânica,Azul,2,0,0,0,0,0,1,0,0,0,0,0,4000
VW - VOLKSWAGEN GOL 1.6 MI/ 1.6I 2P,VW - VOLKSWAGEN,Passeio,1995,0,1.6,Gasolina,Manual,Hidráulica,Azul,2,9,0,0,0,0,0,0,0,0,0,0,4000
FIAT STRADA ADV/ADV TRYON 1.8 MPI FLEX 8V CE,FIAT,Pick-up,2013,1,1.8,Flex,Manual,Hidráulica,Branco,2,1,1,1,1,1,1,0,1,0,0,0,36000
FIAT MAREA ELX 2.0 20V 4P,FIAT,Van/Utilitário,1999,190000,2,Gasolina,Manual,Hidráulica,Outra,4,6,1,1,1,1,1,0,0,0,0,0,20000
RENAULT SYMBOL EXPRESSION HI-FLEX 1.6 16V 4P,RENAULT,Sedã,2012,184000,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,0,1,0,0,0,0,19500
KIA MOTORS SPORTAGE EX 2.0 16V/ 2.0 16V FLEX AUT.,KIA MOTORS,SUV,2016,60000,2,Flex,Automático,Elétrica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,92000
RENAULT SANDERO VIBE HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2010,100000,1.6,Flex,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,0,0,0,23500
HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2017,65000,1,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,1,1,1,1,1,0,0,44900
FORD FOCUS SEDAN 1.6/1.6 FLEX 8V/16V 4P MEC.,FORD,Sedã,2011,74000,1.6,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,1,1,1,1,0,0,35500
VW - VOLKSWAGEN VOYAGE  TRENDLINE 1.0 T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2011,135285,1,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,0,0,1,0,0,0,21900
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2018,23000,1.4,Flex,Manual,Elétrica,Prata,4,1,1,1,1,0,1,1,1,1,0,0,58990
PEUGEOT 308 ACTIVE 1.6 FLEX 16V 5P MEC.,PEUGEOT,Hatch,2014,91911,1.6,Flex,Manual,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,0,45500
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,70000,1,Flex,Manual,Mecânica,Preto,4,8,1,1,0,0,1,0,1,0,0,0,17000
JEEP RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2020,27500,1.8,Flex,Automático,Elétrica,Preto,4,8,1,1,1,0,1,1,1,1,1,0,107000
FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,Hatch,2014,150000,1.5,Flex,Manual,Elétrica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,33900
VW - VOLKSWAGEN POLO 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,Hatch,2018,10,1,Flex,Manual,Elétrica,Branco,4,1,1,1,1,0,1,1,1,0,0,0,57999
TOYOTA COROLLA,TOYOTA,Sedã,2017,42000,1.8,Gasolina,null,null,Preto,4,2,0,0,0,0,0,0,0,0,0,0,80000
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2000,0,1.6,Gasolina,Manual,Hidráulica,Cinza,4,6,1,1,1,1,0,0,1,0,0,0,12000
HYUNDAI SONATA 2.4 16V 182CV 4P AUT.,HYUNDAI,Sedã,2013,40000,2,Flex,Automático,Hidráulica,Branco,4,null,0,0,0,0,0,0,0,0,0,0,57500
