Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,Vidro elétrico,Trava elétrica,Ar condicionado,Direção hidráulica,Som,Air bag,Alarme,Sensor de ré,Câmera de ré,Blindado,Valor
GM - CHEVROLET VECTRA GT 2.0 MPFI 8V FLEXPOWER MEC.,GM - CHEVROLET,Hatch,2008,100000,2,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,18000
VW - VOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2011,143000,1.6,Flex,Manual,Hidráulica,Laranja,4,null,1,1,1,1,1,0,1,0,0,0,27500
HONDA FIT LX 1.4/ 1.4 FLEX 8V/16V 5P AUT.,HONDA,Hatch,2010,115000,1.4,Flex,Automático,Hidráulica,Preto,4,3,1,1,1,1,1,1,1,0,0,0,29500
HYUNDAI VERACRUZ GLS 3.8 4WD AUT.,HYUNDAI,SUV,2010,178,3,Gasolina,Automático,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,1,0,0,38500
PEUGEOT,PEUGEOT,Hatch,2009,14000,1,Gasolina,Manual,null,Prata,null,null,1,1,1,0,0,0,1,1,1,0,14000
RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2020,10,1,Flex,Manual,Elétrica,Branco,4,4,1,1,1,1,1,1,1,0,0,0,37900
FORD RANGER XLT 4.0 12V V6 210CV 4X4 CE REPOW,FORD,Pick-up,1995,150000,4,Gasolina,Manual,Elétrica,Vermelho,2,0,1,1,1,1,1,1,1,1,0,0,16500
KIA MOTORS SOUL 1.6/ 1.6 16V FLEX MEC.,KIA MOTORS,Van/Utilitário,2010,107320,1.6,Gasolina,Manual,Elétrica,Prata,4,1,1,1,1,0,1,1,1,1,1,0,29500
PEUGEOT 207 SW XR SPORT 1.4 FLEX 8V 5P,PEUGEOT,SUV,2007,100000,1.4,Flex,Manual,Hidráulica,Prata,null,2,1,1,1,1,1,1,1,0,0,0,15000
VW - VOLKSWAGEN AMAROK HIGHLINE CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,null,2018,51300,null,Diesel,Automático,null,null,4,null,1,1,1,1,0,1,1,0,0,0,175990
RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX MEC.,RENAULT,Sedã,2014,150600,2,Flex,Manual,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,0,0,35000
VW - VOLKSWAGEN GOL GLI / GL/ ATLANTA 1.8,VW - VOLKSWAGEN,Hatch,1995,111111,1.8,Gasolina,Manual,Hidráulica,Azul,2,0,0,0,1,0,0,0,0,0,0,0,10000
HONDA CIVIC SEDAN LXS 1.8/1.8 FLEX 16V AUT. 4P,HONDA,Sedã,2014,0,1.8,Flex,Automático,null,Branco,4,null,0,1,1,1,1,1,1,1,1,0,47000
VW - VOLKSWAGEN GOL 1.0 MI FUN/ HIGHWAY/ SPORT 16V 2/4P,VW - VOLKSWAGEN,Passeio,2013,109550,1,Flex,Manual,Hidráulica,Branco,4,2,1,1,1,1,0,0,1,1,0,0,29900
GM - CHEVROLET AGILE LTZ 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,149000,1.4,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,0,1,0,0,0,20900
FORD,FORD,SUV,2015,68000,2,Flex,Automático,null,Preto,4,2,1,1,1,1,1,1,1,1,1,0,52000
FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 2P,FIAT,Passeio,2010,0,1,Flex,Manual,Mecânica,Branco,4,3,0,0,1,0,0,0,0,0,0,0,13000
SSANGYONG KYRON 2.0 16V 141CV TDI DIESEL AUT.,SSANGYONG,SUV,2010,148963,2,Diesel,Automático,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,1,1,0,35600
FORD FIESTA 1.0 8V FLEX/CLASS 1.0 8V FLEX 5P,FORD,Hatch,2011,70000,1,Flex,Manual,Hidráulica,Prata,4,1,1,1,1,1,1,0,1,0,0,0,19500
GM - CHEVROLET CRUZE LT 1.8 16V FLEXPOWER 4P MEC.,GM - CHEVROLET,Hatch,2012,70000,1.8,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,1,0,40800
VW - VOLKSWAGEN AMAROK TRENDLINE CD 2.0 16V TDI 4X4 DIES,VW - VOLKSWAGEN,Pick-up,2015,110000,2,Diesel,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,1,0,0,0,67000
GM - CHEVROLET CELTA,GM - CHEVROLET,null,2014,90000,null,Gasolina,Manual,Hidráulica,Prata,4,4,1,1,1,1,1,1,1,0,0,0,18500
VW - VOLKSWAGEN FOX HIGHLINE1.6 FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2015,87500,1.6,Flex,Manual,Elétrica,Branco,4,2,1,1,1,1,1,1,1,1,1,0,45900
TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,Sedã,2011,0,2,Flex,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,44000
HONDA CIVIC SEDAN EXL 2.0 FLEX 16V AUT.4P,HONDA,Sedã,2019,25000,2,Flex,Automático,Elétrica,Azul,4,5,1,1,1,0,1,1,1,1,1,0,110000
RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2014,60,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,0,1,1,1,1,0,0,26000
VW - VOLKSWAGEN PARATI,VW - VOLKSWAGEN,Sedã,2000,200000,1.6,Gasolina,Manual,Hidráulica,Cinza,4,9,1,0,1,1,0,0,0,0,0,0,0
FIAT ARGO 1.0 6V FLEX.,FIAT,Hatch,2020,20000,1,Flex,Manual,Hidráulica,Branco,4,null,1,1,1,1,1,1,1,1,1,0,45000
HONDA HR-V LX 1.8 FLEXONE 16V 5P AUT.,HONDA,null,2020,24700,1.8,Flex,Automático,null,Azul,null,7,1,1,1,1,1,1,1,1,1,0,97000
FIAT LINEA ESSENCE 1.8 FLEX 16V 4P,FIAT,Sedã,2012,0,1.8,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,1,0,0,0,0,27000
FIAT SIENA HLX 1.8 MPI FLEX 8V 4P,FIAT,Sedã,2005,290000,1.8,Flex,Manual,Hidráulica,Cinza,4,2,1,1,1,1,0,0,1,0,0,0,11500
GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2013,32,1.4,Flex,Manual,Hidráulica,Branco,4,4,1,1,1,1,1,1,1,1,1,0,3800
FIAT BRAVO ABSOLUTE DUALOGIC 1.8 FLEX 16V 5P,FIAT,Passeio,2012,50000,1.6,Gasolina,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,1,1,1,28000
CITROEN C4 PAL.EXCL/EXCL(TECH.) 2.0/2.0 FLEX AUT,CITROEN,Sedã,2008,170000,2,Gasolina,Automático,Hidráulica,Prata,4,0,1,1,1,1,1,1,1,1,1,0,24000
FIAT FIORINO PICK-UP TREKKING 1.5 MPI / I.E.,FIAT,Van/Utilitário,1996,44438,1.5,Gasolina,Manual,Hidráulica,Azul,2,1,1,1,1,1,0,0,1,0,0,0,17000
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Hatch,2015,92000,1,Flex,Manual,Hidráulica,Prata,4,7,1,1,1,1,1,1,1,0,0,0,29500
VW - VOLKSWAGEN SAVEIRO 1.6 MI/ 1.6 MI TOTAL FLEX 8V,VW - VOLKSWAGEN,Pick-up,2014,0,1.6,Flex,Manual,Hidráulica,Vermelho,4,2,1,1,1,1,0,0,1,0,0,0,35999
NISSAN VERSA UNIQUE 1.6 16V FLEXSTART 4P AUT.,NISSAN,Sedã,2018,65000,1.6,Flex,Automático,Elétrica,Branco,4,5,1,1,1,0,1,1,1,1,1,0,55600
VW - VOLKSWAGEN VOYAGE I MOTION COMF/HGHLI.1.6 T.FLEX 8V,VW - VOLKSWAGEN,Sedã,2013,102,1.6,Flex,Automático,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,0,0,28000
VW - VOLKSWAGEN SAVEIRO TROOPER 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2015,7524,1.6,Flex,Manual,Hidráulica,Branco,2,4,1,1,1,0,1,1,1,0,0,0,28900
GM - CHEVROLET COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,GM - CHEVROLET,Passeio,2012,130000,1.4,Flex,Manual,Hidráulica,Preto,4,8,1,1,1,1,0,1,0,1,0,0,27500
FIAT UNO WAY 1.4 EVO FIRE FLEX 8V 2P,FIAT,Hatch,2014,97521,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,1,1,1,1,0,0,25900
MITSUBISHI PAJERO TR4 2.0/ 2.0 FLEX 16V 4X4 AUT.,MITSUBISHI,Van/Utilitário,2011,140000,2,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,1,1,1,0,0,0,38000
NISSAN FRONTIER SV AT. CD 4X4 2.5 TB DIES. AUT.,NISSAN,Pick-up,2014,139000,2,Diesel,Automático,Hidráulica,Prata,4,8,1,1,1,1,1,1,1,1,0,0,85000
HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,Hatch,2012,93200,2,Gasolina,Automático,Elétrica,Preto,4,6,1,1,1,0,1,1,1,0,0,0,36500
GM - CHEVROLET ZAFIRA ELITE 2.0 MPFI FLEXPOWER 8V 5P,GM - CHEVROLET,SUV,2008,350000,2,Gás Natural,Manual,Hidráulica,Prata,4,null,1,1,1,1,1,1,1,0,0,0,23500
VW - VOLKSWAGEN FOX PRIME/HIGLI. 1.6 TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2014,92000,1.6,Flex,Manual,Hidráulica,Prata,4,6,1,1,1,1,1,1,1,1,1,0,36500
CITROEN JUMPER 2.3 15/16LUG. TB DIESEL,CITROEN,Van/Utilitário,2011,351600,2,Diesel,Manual,Hidráulica,Branco,4,5,0,0,1,1,1,0,0,0,0,0,52000
FORD RANGER XLS 3.2 20V 4X4 CD DIESEL AUT.,FORD,Pick-up,2016,96000,3,Diesel,Automático,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,1,1,0,100000
GM - CHEVROLET,GM - CHEVROLET,SUV,2017,120000,1.8,Gasolina,Automático,Elétrica,Azul,4,3,1,1,1,0,1,1,1,1,1,0,56000
VW - VOLKSWAGEN GOLF SPORTLINE 1.6 MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2011,107000,1.6,Flex,Manual,Hidráulica,Prata,4,2,1,1,1,1,1,1,1,1,0,0,42500
GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Sedã,2008,100000,1.4,Flex,Manual,Hidráulica,Azul,4,null,1,1,0,1,0,0,1,0,0,0,14000
HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,Sedã,2014,155000,1.6,Flex,Manual,Elétrica,Preto,4,2,1,1,1,0,1,1,1,1,1,0,33000
BUGGY BUGGY 1.6/ TST/ RS 1.6 4-LUG.,BUGGY,Buggy,1990,0,1.6,Gasolina,Manual,Hidráulica,Vermelho,4,2,0,0,0,1,0,0,0,0,0,0,11000
FORD KA 1.5 SEDAN SEL 12V FLEX 4P MEC.,FORD,Sedã,2015,92000,1.5,Gás Natural,Manual,Elétrica,Branco,4,7,1,1,1,0,1,1,1,1,0,0,36000
FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,Hatch,2015,143000,1,Flex,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,0,0,0,0,29000
GM - CHEVROLET ONIX HATCH LTZ 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,Hatch,2019,31700,1.4,Flex,Automático,Hidráulica,Branco,4,9,1,1,1,1,1,1,1,1,0,0,67500
FIAT IDEA ESSENCE DUALOGIC 1.6 FLEX 16V 5P,FIAT,SUV,2013,159000,1.6,Flex,Automático,Hidráulica,Branco,4,6,1,1,1,1,1,1,1,0,0,0,27000
GM - CHEVROLET ASTRA ADVANT. 2.0 MPFI 8V FLEXP. 5P AUT.,GM - CHEVROLET,Sedã,2011,0,2,Flex,Manual,Hidráulica,Prata,4,null,1,1,1,1,0,1,1,0,1,0,24000
FORD FUSION SEL 2.0 ECOBO. 16V 248CV AUT.,FORD,null,2011,62000,null,null,Automático,null,Branco,4,8,1,1,1,0,1,1,1,0,0,0,39000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Sedã,2011,100000,1.6,Flex,Manual,Hidráulica,Branco,4,3,1,1,1,1,1,1,1,0,0,0,19800
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2009,98000,1.4,Flex,Manual,Hidráulica,Branco,4,9,1,1,1,1,1,0,1,0,0,0,12500
VW - VOLKSWAGEN SAVEIRO CROSS 1.6 MI TOTAL FLEX 8V CE,VW - VOLKSWAGEN,Van/Utilitário,2011,119000,1.6,Flex,Manual,Hidráulica,Verde,2,4,1,1,1,1,0,0,1,1,0,0,34000
FORD TRANSIT CHASSI 2.4 TDCI DIESEL,FORD,Van/Utilitário,2009,218981,2,Diesel,Manual,Hidráulica,Branco,4,6,1,1,0,1,1,1,1,1,0,0,47000
FORD KA,FORD,null,2018,75000,null,null,null,null,Branco,null,5,1,1,1,0,0,1,1,0,0,0,41900
JEEP RENEGADE 1.8 4X2 FLEX 16V MEC.,JEEP,SUV,2018,50000,1.8,Flex,Automático,Elétrica,Preto,4,7,1,1,1,1,1,1,1,1,1,0,72500
GM - CHEVROLET ZAFIRA COMFORT 2.0 MPFI FLEXPOWER 8V 5P,GM - CHEVROLET,null,2010,300000,2,Gás Natural,Manual,Hidráulica,Branco,4,7,1,1,0,1,1,1,0,0,0,0,20000
FORD TRANSIT CHASSI 2.4 TDCI DIESEL,FORD,Van/Utilitário,2011,280000,2,Diesel,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,1,1,0,0,38000
RENAULT FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,RENAULT,Sedã,2016,50000,null,Flex,Automático,Elétrica,Branco,4,7,1,1,1,1,1,1,1,1,0,0,43000
FORD FIESTA 1.6 8V FLEX/CLASS 1.6 8V FLEX 5P,FORD,Passeio,2015,72000,1.6,Flex,Manual,Hidráulica,Preto,4,5,1,1,1,1,0,1,1,0,0,0,25000
FIAT 500 CULT 1.4 FLEX 8V EVO DUALOGIC,FIAT,Hatch,2012,98000,1.4,Flex,Manual,Hidráulica,Preto,2,9,1,1,1,1,1,1,1,0,0,0,30000
FIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P,FIAT,Passeio,2011,94000,null,Flex,Manual,Mecânica,Cinza,null,8,0,1,0,0,1,0,0,0,0,0,18500
HONDA CIVIC,HONDA,Sedã,2011,0,null,null,Manual,Elétrica,Cinza,4,null,1,1,1,1,1,1,1,1,0,0,33500
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2009,135000,1.4,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,0,0,1,0,0,0,20000
FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Pick-up,2019,20000,1.4,Flex,Manual,Hidráulica,Vermelho,4,1,1,1,1,1,1,1,1,1,1,0,65000
FIAT SIENA ESSENCE DUALOGIC 1.6 FLEX 16V 4P,FIAT,Sedã,2014,115000,1.6,Gasolina,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,1,1,0,29000
GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2010,120000,1.4,Flex,Manual,Hidráulica,Prata,4,9,1,1,1,1,0,1,0,0,0,0,21500
CITROEN C3 PICASSO TENDANCE 1.6 FLEX 16V 5P AUT.,CITROEN,Hatch,2013,78600,1.5,Flex,Manual,Elétrica,Azul,4,2,1,1,1,0,1,1,1,0,0,0,37500
FORD,FORD,null,2003,0,1.8,Gasolina,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,1,0,1,1,1,0,11100
FORD 1.0 ROCAM SE PLUS HATCH 8V FLEX 4P MANUAL,FORD,Hatch,2011,130,1,Flex,Manual,Hidráulica,Prata,4,0,1,1,1,1,1,0,1,1,0,0,19800
FIAT PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Passeio,2011,114,1.4,Flex,Manual,Hidráulica,Azul,4,8,1,1,1,1,1,0,1,1,0,0,23500
FIAT PUNTO ATTRACTIVE ITALIA 1.4 F.FLEX 8V 5P,FIAT,Passeio,2013,140,1.4,Gasolina,Manual,Hidráulica,Branco,4,0,1,1,1,1,1,1,1,0,0,0,29000
FIAT PALIO EDX 1.0 MPI 4P,FIAT,Passeio,1997,1,1,Gasolina,Manual,Mecânica,Branco,4,5,0,1,0,0,1,0,1,0,0,0,5500
GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Conversível,2014,0,1,Álcool,Automático,Hidráulica,Branco,4,null,0,0,0,1,1,0,0,0,0,0,22000
FORD ECOSPORT TITANIUM 2.0 16V FLEX 5P AUT.,FORD,SUV,2018,50000,2,Flex,Automático,Elétrica,Prata,4,8,1,1,1,1,1,1,1,1,1,0,76000
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Passeio,2014,98000,1,Flex,Manual,Hidráulica,Vermelho,4,8,1,1,1,1,0,1,1,1,0,0,25000
GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,GM - CHEVROLET,Sedã,2012,142000,1.4,Flex,Manual,Hidráulica,Branco,null,7,1,1,1,1,1,1,1,1,0,0,18500
HYUNDAI HR 2.5 TCI DIESEL (RS/RD),HYUNDAI,null,2014,120000,2,Diesel,Manual,Hidráulica,Branco,null,5,1,0,0,1,1,0,1,1,0,0,62500
TOYOTA COROLLA GLI 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2012,144553,1.8,Flex,Automático,Elétrica,Prata,4,5,1,1,1,0,1,1,1,1,1,0,43000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2008,0,1,Flex,Manual,Hidráulica,Vermelho,2,7,1,1,1,1,1,0,1,1,0,0,14000
VW - VOLKSWAGEN GOL 1.6 MSI FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2019,69000,1.6,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,0,0,0,47000
GM - CHEVROLET OMEGA GLS 2.2 / 2.0,GM - CHEVROLET,Sedã,1997,120,2,Gasolina,Manual,Hidráulica,Vermelho,4,6,1,1,1,1,1,1,1,1,1,0,25000
VW - VOLKSWAGEN CROSSFOX 1.6 T. FLEX 16V 5P,VW - VOLKSWAGEN,Hatch,2008,99000,1.6,Flex,Manual,Hidráulica,Preto,4,9,1,1,1,1,1,0,1,1,0,0,21500
FIAT UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P,FIAT,Conversível,2015,103505,1,Flex,Manual,Hidráulica,Cinza,4,0,1,1,1,1,1,1,1,0,0,0,26000
NISSAN MARCH S 1.0 12V FLEX 5P,NISSAN,Hatch,2015,80000,1,Flex,Manual,Elétrica,Branco,4,1,1,1,1,0,1,1,1,1,0,0,31700
FORD ECOSPORT XLS 1.6/ 1.6 FLEX 8V 5P,FORD,Passeio,2005,170000,1.6,Flex,Manual,Hidráulica,Preto,4,4,1,1,1,1,1,1,1,0,0,0,20000
RENAULT SANDERO VIBE HI-FLEX 1.6 8V 5P,RENAULT,Hatch,2009,115000,1.6,Flex,Manual,Hidráulica,Preto,4,7,1,1,1,0,1,1,1,0,0,0,16500
GM - CHEVROLET VECTRA ELITE 2.4 MPFI 16V FLEXPOWER AUT.,GM - CHEVROLET,Sedã,2006,79000,2,Flex,Automático,Hidráulica,Preto,4,0,1,1,1,1,0,1,1,1,0,0,15000
FIAT STRADA,FIAT,Pick-up,2002,180000,1.6,Flex,Manual,Hidráulica,Preto,2,5,1,0,0,1,1,0,0,0,0,0,15000
FIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4P,FIAT,Sedã,2013,150000,1.4,Flex,Manual,Hidráulica,Cinza,4,6,1,1,1,1,0,0,1,1,0,0,27000
FIAT STRADA 1.4 MPI FIRE FLEX 8V CS,FIAT,null,2017,72800,1.4,null,null,Hidráulica,Branco,2,1,1,1,1,1,0,1,0,0,0,0,41000
VW - VOLKSWAGEN GOL CITY 1.0 MI 8V 4P,VW - VOLKSWAGEN,Hatch,2014,100,1,Flex,Manual,Hidráulica,Prata,4,3,1,1,1,1,1,1,0,0,0,0,27000
VW - VOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX AUT/TIPTRONIC.,VW - VOLKSWAGEN,Passeio,2011,82000,2,Flex,Automático,Hidráulica,Cinza,4,8,1,1,1,1,1,1,1,1,0,0,38000
PEUGEOT 307 SOLEIL/ PRESENCE 1.6/1.6 FLEX 16V 5P,PEUGEOT,Hatch,2010,98500,1.6,Flex,Manual,Hidráulica,Cinza,4,1,1,1,1,1,1,1,1,0,0,0,20000
JEEP RENEGADE LONGITUDE 2.0 4X4 TB DIESEL AUT,JEEP,SUV,2018,39900,2,Diesel,Automático,Hidráulica,Outra,4,9,1,1,1,1,1,1,1,1,1,0,110000
GM - CHEVROLET TRACKER LT 1.0 TURBO 12V FLEX AUT,GM - CHEVROLET,SUV,2021,3000,1,Flex,Automático,Elétrica,Preto,4,2,1,1,1,0,1,1,1,1,1,0,81000
KIA MOTORS PICANTO EX 1.1/1.0/ 1.0 FLEX MEC.,KIA MOTORS,Hatch,2010,1,1,Gasolina,Manual,Hidráulica,Preto,4,null,1,1,1,1,1,1,1,1,0,0,0
VW - VOLKSWAGEN GOL 1.0 PLUS 16V 2P,VW - VOLKSWAGEN,Passeio,2001,0,1,Gasolina,Manual,Hidráulica,Cinza,2,0,0,0,1,1,0,0,0,0,0,0,9000
VW - VOLKSWAGEN JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,VW - VOLKSWAGEN,Sedã,2012,10000,null,null,Automático,null,Preto,4,null,1,1,1,0,1,1,1,0,0,0,52000
FIAT FREEMONT 2.4 16V 5P AUT.,FIAT,Hatch,2019,100,2,Flex,Manual,Hidráulica,Cinza,4,5,1,1,1,1,1,1,1,1,1,1,100
VW - VOLKSWAGEN FOX TRENDLINE 1.6 FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2011,100,1.6,Flex,Manual,Hidráulica,Vermelho,4,7,1,1,1,1,1,1,1,0,0,0,28500
HYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,HYUNDAI,Sedã,2015,74500,1.6,Flex,Manual,Hidráulica,Branco,4,5,1,1,1,1,1,1,1,1,0,0,38000
CHRYSLER PT CRUISER CLASSIC 2.4 16V 143CV 4P,CHRYSLER,Hatch,2009,52000,2,Flex,Automático,Elétrica,Preto,4,8,1,1,1,0,1,1,1,1,0,0,31000
AUDI Q3 PRESTIGE 1.4 TFSI FLEX S-TRONIC,AUDI,SUV,2018,30000,1.4,Flex,Automático,Elétrica,Branco,null,6,1,1,1,1,1,1,1,1,1,0,120000
FIAT UNO ATTRACTIVE 1.4 EVO FIRE FLEX 8V 2P,FIAT,Hatch,2011,7,1.4,Flex,Manual,Hidráulica,Amarelo,4,8,1,1,1,1,1,1,1,0,0,0,22900
GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Hatch,2012,126679,1.4,Flex,Manual,Hidráulica,Outra,4,5,1,1,1,1,1,0,1,1,0,0,25000
VW - VOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5P,VW - VOLKSWAGEN,Passeio,2018,53590,1,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,0,1,1,0,1,0,39000
VW - VOLKSWAGEN SAVEIRO TRENDLINE 1.6 T.FLEX 8V CE,VW - VOLKSWAGEN,Pick-up,2014,100000,1.6,Flex,Manual,Hidráulica,Prata,2,3,1,1,1,1,1,0,0,1,0,0,40200
HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,Passeio,2011,110,1.5,Flex,Automático,Hidráulica,Verde,4,4,1,1,1,1,1,1,0,1,0,0,30000
CITROEN JUMPER 2.3 15/16LUG. TB DIESEL,CITROEN,Van/Utilitário,2013,168000,2,Diesel,Manual,Hidráulica,Branco,4,2,0,0,1,1,0,1,0,0,0,0,59000
GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,Hatch,2014,160230,1.8,Flex,Automático,Elétrica,Branco,4,0,1,1,1,0,1,1,1,1,0,0,51500
FIAT STRADA WORKING HARD 1.4 FIRE FLEX 8V CS,FIAT,Pick-up,2018,68000,1.4,Flex,Manual,Hidráulica,Branco,2,2,0,0,1,1,0,1,0,0,0,0,45800
FIAT STRADA FREEDOM 1.4 FLEX 8V CD,FIAT,Pick-up,2020,29000,1.4,Flex,Manual,Hidráulica,Branco,4,8,1,1,1,1,1,1,1,1,0,0,68000
GM - CHEVROLET ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,GM - CHEVROLET,Sedã,2020,11000,1,Flex,Automático,Elétrica,Branco,4,3,1,1,1,0,1,1,1,1,1,0,77000
GM - CHEVROLET CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,Hatch,2011,43000,null,Flex,Manual,Mecânica,Prata,2,null,1,1,0,0,1,0,1,0,0,0,16000
PEUGEOT 207 XR SPORT 1.4 FLEX 8V 5P,PEUGEOT,Hatch,2010,158000,1.4,Flex,Manual,Hidráulica,Cinza,4,6,1,1,1,1,1,0,1,1,0,0,15000
FIAT SIENA 1.0 MPI/ 500 1.0 MPI,FIAT,Passeio,2008,0,1,Flex,Manual,Elétrica,Prata,4,0,1,1,0,0,0,0,0,0,0,0,12500
,null,null,2010,555555,null,Flex,null,null,null,4,null,1,0,1,1,1,0,0,0,0,0,5000
TOYOTA ETIOS 1.3 FLEX 16V 5P MEC.,TOYOTA,Hatch,2014,41592,1.3,Flex,Manual,Elétrica,Prata,4,2,1,1,1,0,1,1,1,0,0,0,30900
TOYOTA ETIOS XLS 1.5 FLEX 16V 5P MEC.,TOYOTA,Sedã,2013,122000,1.5,Flex,Manual,Hidráulica,Cinza,4,4,1,1,1,1,1,1,1,1,0,0,31999
VW - VOLKSWAGEN GOL CITY (TREND)/TITAN 1.0 T. FLEX 8V 4P,VW - VOLKSWAGEN,Hatch,2009,83650,1,Flex,Manual,Mecânica,Cinza,4,null,1,1,1,0,0,0,1,0,0,0,19500
PEUGEOT BOXER 2.3 MINIBUS 15/16L TB DIESEL.,PEUGEOT,Van/Utilitário,2012,280000,3,Diesel,Manual,Hidráulica,Branco,4,2,0,0,1,1,1,0,0,0,0,0,55000
GM - CHEVROLET CORSA HAT. PREMIUM 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,Sedã,2008,95000,1.4,Flex,Manual,Hidráulica,Preto,4,1,1,1,1,1,0,1,0,0,0,0,19000
VW - VOLKSWAGEN PASSAT 2.0,VW - VOLKSWAGEN,Sedã,1995,11111,2,Gasolina,Manual,Hidráulica,Azul,4,6,1,1,1,1,1,1,0,0,0,0,12000
