@relation SP_FIT-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_predicted

@attribute modelo numeric
@attribute marca numeric
@attribute combustivel numeric
@attribute cambio numeric
@attribute direcao numeric
@attribute cor numeric
@attribute ano numeric
@attribute quilometragem numeric
@attribute potenciamotor numeric
@attribute blindado numeric
@attribute predictedvalor numeric
@attribute valor numeric

@data
0,0,0,0,1,0.8,0,0.785606,0.166667,0,55829.420656,52500
0,0,0,0,1,0.2,0,0.303911,0.166667,0,58183.624665,62900
0,0,0,0,1,0.2,0,0.671262,0.166667,0,55394.374944,59000
0,0,0,0,0,0.2,0.75,0.236906,0.166667,0,69860.720198,72800
0,0,0,0,0,0.8,0.75,0.313938,0.166667,0,70570.73604,72900
0,0,0,0,1,0.2,1,0.099543,0.166667,0,74460.895302,78800
0,0,0,0,1,0.2,0,0.606944,0.166667,0,55865.867683,59900
0,0,0,0,0,0.4,0,0.356817,0,0,58145.179035,59980
0,0,0,0,1,0,0,0.22818,0.166667,0,58633.260344,62500
0,0,0,0,1,0.2,0.5,0.263912,0.166667,0,66607.364845,69900
0,0,0,0,0,0.2,0.75,0.178155,0.166667,0,70140.835902,79990
0,0,0,0,1,0.4,1,0.321084,0.166667,0,73720.363246,79890
0,0,0,0,0,0.2,0,0.185301,0.166667,0,58514.106218,63500
0,0,0,0,0,0.8,0.25,0.427667,0.166667,0,61808.751562,65000
0,0,0,0,0,0.2,0,0.728434,0.166667,0,54568.282109,59890
0,0,0,0,1,0.4,0.25,0.406842,1,0,62255.972962,49900
0,0,0,0,1,0,0,0.549772,0.166667,0,56242.495305,56890
0,0,0,0,1,0.6,0,0.435428,0.166667,0,58354.998428,49500
0,0,0,0,1,0.2,0.25,0.449256,0.166667,0,61168.250698,67990
0,0,0,0,0,0.2,0,1,0.166667,0,52809.986308,53900
0,0,0,0,1,0.6,0.5,0.081677,0.166667,0,68936.094674,72900
0,0,0,0,0,0.6,0,0.985707,0.166667,0,53615.176868,53990
0,0,0,0,1,0.8,0,0.478307,0.166667,0,58463.207653,62999
0,0,0,0,0,0.4,0.5,0.331004,0.166667,0,65614.137097,68990
0,0,0,0,1,0.6,0.5,0.206741,0.166667,0,67966.656807,57900
0,0,0,0,1,0.2,0,0.292498,0.166667,0,58975.096137,51000
0,0,0,0,1,0.6,0,0.456867,0.166667,0,57862.868945,57999
0,0,0,1,0,0.4,0,0.706994,0.166667,0,54288.957252,54900
0,0,0,0,1,0.4,0.75,0.485453,0.166667,0,69474.119713,67990
0,0,0,0,0,0.8,0.25,0.427667,0.166667,0,61714.38535,65900
0,0,0,0,0,0.2,0,0.578358,0.166667,0,56061.075616,44900
0,0,0,0,0,0.6,0.5,0.410415,0.166667,0,65806.362693,67900
0,0,0,0,0,0.2,0,0.428281,0.166667,0,57293.841036,42600
0,0,0,0,0,0.4,0.75,0.47116,0.166667,0,69077.212466,68890
0,0,0,0,1,0.8,0,0.478307,0.166667,0,57827.52169,62990
0,0,0,0,0,0,0.5,0.464014,0.166667,0,64847.387663,64900
0,0,0,0,1,0.4,0,0.849924,0.166667,0,54573.373945,57900
0,0,0,0,0,0.2,0,0.420063,0.166667,0,57362.691103,59000
0,0,0,0,0,0.6,0.25,0.321084,0.166667,0,62521.984787,65500
0,0,0,1,1,0.2,1,0.070957,0.166667,0,75040.332573,69900
0,0,0,0,1,0.8,0,0.478307,0.166667,0,57827.52169,62999
0,0,0,0,1,0.2,0,0.373611,0.166667,0,58277.205388,62000
0,0,0,0,1,0.2,1,0.120983,0.166667,0,75070.215036,70000
0,0,0,0,1,0.8,0,0.356031,0.166667,0,59289.588819,50000
0,0,0,0,1,0.6,0.25,0.196021,0.166667,0,64298.155598,67500
0,0,0,0,1,0.6,0.5,0.478307,0.166667,0,65785.810397,68900
0,0,0,0,1,0.2,0,0.785606,0.166667,0,54840.461048,54900
0,0,0,0,1,0.2,0,0.428281,0.166667,0,57649.210666,59900
0,0,0,0,0,0.6,0,0.399696,0.166667,0,58028.036149,54900
0,0,0,0,0,0.6,0,0.396837,0.166667,0,58051.951368,56950
0,0,0,0,1,0.2,0,0.85707,0.166667,0,54313.250202,55900
0,0,0,0,0,0.6,0.5,0.299645,0.166667,0,66799.586698,63500
0,0,0,0,0,0.2,0.75,0.642676,0.166667,0,67010.705921,68990
0,0,0,0,1,0.4,0.5,0.514039,0.166667,0,65103.33022,65500
0,0,0,0,0,0.8,0,0.503913,0.166667,0,57503.36746,61000
0,0,0,0,0,0.2,0.75,0.239764,0.166667,0,70397.278622,71900
0,0,0,0,1,0.6,0,0.703064,0.166667,0,56096.23991,59900
0,0,0,0,0,0.2,0,0.571211,0.166667,0,55968.6074,44900
0,0,0,0,0,0.2,0,0.606944,0.166667,0,55689.038779,54900
0,0,0,0,0,0.6,0.5,0.410415,0.166667,0,65746.818948,68700
0,0,0,0,0,0.4,0,0.928535,0.166667,0,53574.729507,55000
0,0,0,0,0,0.6,0.5,0.403269,0.166667,0,65806.843443,65500
0,0,0,0,0,1,0,0.553345,0.166667,0,57265.030285,55790
0,0,0,0,0,0.2,0.25,0.516183,0.166667,0,60077.869014,62000
0,0,0,0,0,0,0,0.606944,0.166667,0,55255.001131,57000
0,0,0,0,0,0.2,0,0.85707,0.166667,0,53776.956997,57000
0,0,0,0,1,0.4,0,0.914242,0.166667,0,54403.595303,53000
0,0,0,0,0,0.6,0.25,0.178155,0.166667,0,63643.303542,66000
0,0,0,0,0,0.8,0.25,0.285352,0.166667,0,63094.616438,61900
0,0,0,0,1,0.2,0,0.785606,0.166667,0,55020.082163,54900
0,0,1,0,0,0.6,0.5,0.458297,0.166667,0,65467.041343,66500
0,0,0,0,0,0.8,0.25,0.449721,0.166667,0,61702.595956,58999
0,0,0,0,1,0.2,0,0.384688,0.166667,0,58060.570143,59900
0,0,0,0,0,0.2,0,0.499746,0.166667,0,56370.696992,43990
0,0,0,0,0,0.2,0.5,0.34967,0.166667,0,65542.048543,71900
0,0,0.5,0,1,0,0.25,0.321084,0.166667,0,62255.377225,59000
