@relation SE_COROLLA-weka.filters.unsupervised.attribute.OrdinalToNumeric-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_predicted

@attribute modelo numeric
@attribute marca numeric
@attribute combustivel numeric
@attribute cambio numeric
@attribute direcao numeric
@attribute cor numeric
@attribute ano numeric
@attribute quilometragem numeric
@attribute potenciamotor numeric
@attribute blindado numeric
@attribute predictedvalor numeric
@attribute valor numeric

@data
0,0,0,0,0,0,0.25,0.966666,1,0,75463.130173,75900
0,0,0,0,0.333333,0,1,0.107607,1,0,103177.931359,103000
0,0,0,0,0.333333,0.166667,1,0.113327,1,0,103358.941818,107000
0,0,0,0,0.333333,0.166667,1,0.099994,1,0,103437.60322,108000
0,0,0,0,0,0.166667,0.75,0.739998,1,0,91048.146437,89000
0,0,0,0,0.333333,0.5,0.75,0.339996,1,0,94426.253992,91900
0,0,0,0,0,0.5,1,0.159994,1,0,103024.359196,105900
0,0,0,0,0.333333,0,0.25,0.366662,1,0,78620.972547,79500
0,0,0,0,0.333333,0,1,0.153328,1,0,102906.953754,105000
0,0,0,0,0.333333,0,0.25,0.606664,1,0,77464.998122,75500
0,0,0,0,0.333333,0.166667,0.75,0.299995,1,0,94226.882294,94990
0,0,0,0,0.333333,0.166667,1,0.226662,1,0,102687.326433,105000
0,0,0,0,0.333333,0.166667,0,0.740892,1,0,71243.404013,73500
0,0,0,0,0.333333,0,0,0.000687,1,0,74083.116312,70000
0,0,0,0,0.333333,0.166667,0.75,0.353329,1,0,93899.326303,95500
0,0,0,0,0,0,0.25,0.536664,1,0,77420.63008,78000
0,0,0,0,0.333333,0,0.5,0.526664,1,0,84828.193207,76000
0,0,0,0,0,0.166667,1,0.403349,1,0,101134.035408,104990
0,0,0,0,0,0.833333,0.75,0.287915,1,0,94688.543561,94000
0,0,0.666667,0,0,0.166667,0.25,0.512663,1,0,81055.787332,82500
0,0,0,0,0.333333,0.166667,0.25,0.395396,1,0,78646.208477,76000
0,0,0,0,0,0.166667,0.25,0.48333,1,0,77833.22297,77900
0,0,0,0,0.333333,0.5,0.5,0.833332,1,0,83708.534502,79999
0,0,0,0,0,0.166667,1,0.353329,1,0,101435.560212,104500
0,0,0,0,0.333333,0.166667,0.25,0.000447,1,0,80645.669332,78800
0,0,0,0,0,0.166667,0.75,0.000487,1,0,95566.045676,92900
0,0,0,0,0.666667,0.166667,1,0.239995,1,0,103096.386912,107000
0,0,0,0,0.333333,0.166667,0.5,0.399996,1,0,85599.861609,83000
0,0,1,0,0,0.166667,1,0.199995,1,0,110338.515705,105000
0,0,0,0,0,0.166667,0.75,0.000433,1,0,95594.868347,94900
0,0,0,0,0,0.166667,0.75,0.000427,1,0,95594.908563,94900
0,0,0,0,0,0.166667,0.75,0.213328,1,0,94312.065949,93500
0,0,0,0,0,0.666667,0.5,0.593331,1,0,84849.533701,81000
0,0,0,0,0,0.166667,0.75,0.413329,1,0,93111.310687,95000
0,0,0,0,0,0.166667,0.75,0.163034,1,0,94614.780795,95500
0,0,0,0,0,0,1,0.266662,1,0,101876.351485,103000
0,0,0,0,0,0.166667,0.25,0.606664,1,0,77163.800492,72500
0,0,0,0,0.333333,0,0.25,0.559997,1,0,77418.11507,82000
0,0,0,0,0,0.166667,0.25,0.439996,1,0,77964.31269,77990
0,0,0,0,0.333333,0.166667,0.75,0.246662,1,0,94477.165097,95000
0,0,0,0,0.333333,0,0.25,0.599997,1,0,77225.845568,77500
0,0,0,0,0,0.333333,1,0.446663,1,0,101286.9056,97000
0,0,0,0,0.333333,0.166667,0,0.000493,1,0,73833.640536,77500
0,0,0,0,0,0.166667,0,0.399996,1,0,72007.465131,76000
0,0,0,0,0,0,0.5,0.379996,1,0,85206.01095,81500
0,0,0,0,0.333333,0,1,0.153328,1,0,102912.284967,106500
0,0,0,0,0.333333,0.166667,0.75,0.246662,1,0,94477.165097,95000
0,0,0,0,0,0.166667,0,0.423329,1,0,71912.095039,72000
0,0,0,0,0.333333,0.166667,1,0.403349,1,0,101673.97966,103990
0,0,0,0,0,0.333333,0,0.653331,1,0,71100.342188,73000
0,0,0,0,0,0,0.25,0.186661,1,0,79042.624262,80000
0,0,0,0,0,0,0.75,0.219995,1,0,94032.336346,92500
0,0,0,0,0,0.166667,0.25,0.669998,1,0,76863.976566,80000
0,0,0,0,0,0.5,1,0.266662,1,0,102590.117314,97900
0,0,0,0,0,0,0.25,0,1,0,79979.624418,77000
0,0,0,0,0,0.166667,0.75,0.45333,1,0,92871.877597,93000
0,0,0,0,0.333333,0,0,0.57333,1,0,71536.890019,78500
0,0,0,0,0.333333,0,0,0.53333,1,0,71716.82103,72000
0,0,0,0,0,0.166667,0.5,0.182661,1,0,86892.886981,76000
0,0,0,0,0,0,0.25,0.55333,1,0,77485.569811,76000
0,0,0,0,0,0.166667,0.5,0.000687,1,0,88044.923736,81000
0,0,0,0,0,0.166667,0.75,0.599997,1,0,92102.949736,87000
0,0,0,0,0.333333,0.166667,0.25,0.000353,1,0,80898.855796,85000
0,0,0,0,0,1,0.75,0.213328,1,0,95321.243564,96500
0,0,0,0,0,0.166667,0,0.359996,1,0,72398.371831,74600
0,0,0,0,0,0,0,0.51383,1,0,71655.376754,71000
0,0,0,0,0,0.333333,1,0.446663,1,0,101349.37347,100000
0,0,0,0,0.333333,0.333333,0.5,0.53333,1,0,85175.803829,81000
0,0,0,0,0,0,0.5,0.00034,1,0,87928.452273,82000
0,0,0,0,0,0,0,0.486937,1,0,71775.385549,74000
0,0,0,0,0,0,0.25,0.393329,1,0,78340.029875,80000
0,0,0,0,0,0.166667,0.75,0.229995,1,0,94546.693848,95000
0,0,0,0,0,0,0,0.613331,1,0,71215.828298,74000
0,0,0,0,0,0.666667,0.25,0.53333,1,0,77903.762955,76900
0,0,0,0,0.333333,0.5,0,0.548904,1,0,71797.812602,74990
0,0,0,0,0.333333,0.166667,0.5,0.419996,1,0,85767.852091,82000
0,0,0,0,0,0,0.25,0.966666,1,0,75363.77783,77900
0,0,0,0,0,0,0.75,0.333329,1,0,93730.795087,93000
0,0,0,0,0,0.333333,0,0.559997,1,0,71541.349123,73000
0,0,0,0,0.333333,0.333333,0,0.53333,1,0,71816.752526,75000
0,0,0,0,0,0.166667,0.25,0.266662,1,0,79112.482423,70000
0,0,0,0,0.333333,0.166667,0.5,0.474863,1,0,85426.240162,81999
0,0,0,0,0.333333,0,0.5,0.333329,1,0,86195.509368,80000
0,0,0,0,0.333333,0.166667,0.75,0.733332,1,0,91634.570292,89990
0,0,0,0,0,0.166667,1,0.159994,1,0,103081.792975,105500
0,0,0,0,0,0,0,0.933333,1,0,69452.688473,75000
0,0,0,0,0,0.166667,0.5,0.181528,1,0,86677.286467,78000
0,0,0,0,0,0.166667,0.75,0.166661,1,0,94693.950249,97000
0,0,0,0,0.333333,0,0,0.57333,1,0,71094.715068,78500
0,0,0,0,0,0.166667,0.5,0.419996,1,0,85214.577981,85000
0,0,0,0,0.333333,0.5,0,0.799999,1,0,70454.184435,75000
0,0,0,0,0.333333,0,1,0.166661,1,0,102765.767592,109500
0,0,0,0,0,0.166667,1,0.366662,1,0,101419.081788,105000
0,0,0,0,0.333333,0,0.25,0.201015,1,0,79257.698542,80000
0,0,0,0,0,0,0,0.57333,1,0,71010.361935,73000
0,0,0,0,0.666667,0.5,0,0.53333,1,0,71775.609043,73500
0,0,0,0,0.333333,0.166667,0.25,0.510663,1,0,77735.722768,75500
0,0,0,0,0.333333,0.166667,1,0.273328,1,0,102321.227904,103000
0,0,0,0,0.333333,0.5,0.75,0.346662,1,0,94307.087892,89000
0,0,0,0,0.333333,0,1,0.107607,1,0,103136.314701,103000
0,0,0,0,0,0.166667,0.5,0.000527,1,0,87803.385443,84900
0,0,0,0,0.333333,0,0,0.526664,1,0,71305.591934,73500
0,0,0,0,0.333333,0,1,0.153328,1,0,102849.546204,105000
0,0,0.666667,0,0.333333,0.5,1,0.00012,1,0,107553.834131,107990
0,0,0,0,0.333333,0.166667,0.25,0.53333,1,0,77613.520065,81990
0,0,0,0,0,0.5,1,0.261328,1,0,102543.155533,98900
0,0,0,0,0.333333,0.5,1,0.146661,1,0,103564.808629,107000
0,0,0,0,0.333333,0,0.25,0.593331,1,0,77124.851836,78500
0,0,0,0,0,0.166667,1,0.253328,1,0,102137.899941,104000
0,0,0,0,0,0.166667,0.75,0.519997,1,0,92408.789244,93000
0,0,0,0,0,0,0.5,0.43333,1,0,84927.078599,80500
0,0,0,0,0,0,0,0.613331,1,0,70833.107004,75999
0,0,0.666667,0,0.333333,0.166667,1,0.209995,1,0,105883.409002,110000
0,0,0,0,0.333333,0,0,0.339996,1,0,72163.767853,75000
0,0,0,0,0.333333,0.166667,1,0.199995,1,0,103060.736688,105000
0,0,0,0,0.333333,0.5,0.25,0.0005,1,0,81133.393159,75000
0,0,0,0,0,0.166667,1,0.253328,1,0,102081.892933,103500
0,0,0,0,0.333333,0,0.25,0.57333,1,0,77565.009009,81000
0,0,0,0,0.333333,0,0.25,0.476663,1,0,78056.076676,77500
0,0,0,0,0.333333,0.166667,1,0.133328,1,0,103463.391964,105000
0,0,0,0,0,0.166667,0.75,0.166661,1,0,94566.832104,94000
0,0,0,0,0.333333,0.166667,1,0.145354,1,0,103390.868072,105000
0,0,0,0,0,0,0,0.206661,1,0,72701.234088,78000
0,0,0,0,0.333333,0,0.25,0.380663,1,0,78549.49313,77000
0,0,0,0,0.333333,0.166667,1,0.133328,1,0,103463.391964,105000
0,0,0,0,0.666667,0.166667,0.75,0.227715,1,0,95519.76276,105000
0,0,0,0,0.333333,0.166667,0.75,0.266662,1,0,94608.603762,72000
0,0,0,0,0,0,0.25,0.536664,1,0,77300.539626,78500
0,0,0,0,0.333333,0.166667,0.75,0.266662,1,0,94608.603762,87500
0,0,0,0,0.333333,0.166667,0.75,0.246662,1,0,94733.358006,95000
0,0,0,0,0.333333,0,0.25,0.599997,1,0,77430.568482,77000
0,0,0,0,0.333333,0.5,0.75,0.348996,1,0,94576.551173,92990
0,0,0,0,0.333333,0.166667,1,0.173328,1,0,103221.984274,100000
0,0,0,0,0.333333,0,0.25,0.559997,1,0,77632.396091,76000
0,0,0,0,0,0.333333,0,0.653331,1,0,71040.807603,72500
0,0,0,0,0,0.166667,0.75,0.413329,1,0,93035.762952,99990
0,0,0,0,0.333333,0,0.5,0.613331,1,0,84415.488651,82000
0,0,0,0,0,0.166667,0.75,0.333329,1,0,93531.462202,92000
0,0,0.666667,0,0.333333,0.166667,1,0.209995,1,0,106316.174129,110000
0,0,0,0,0.333333,0.333333,0.5,0.539997,1,0,85262.631728,81000
0,0,0,0,0.333333,0.166667,1,0.113327,1,0,103583.882323,99500
0,0,0,0,0.333333,0,1,0.153328,1,0,103109.160992,105800
0,0,0,0,0,0.166667,0.25,0.51333,1,0,77581.236914,79800
0,0,0,0,0,0.166667,0.75,0.43333,1,0,93075.726449,94900
0,0,0,0,0.333333,0.833333,1,0.009993,1,0,104284.535124,112900
0,0,0,0,0,0.166667,1,0.206661,1,0,102028.847425,105000
0,0,0,0,0,0.333333,0.25,0.373329,1,0,78638.274581,84000
0,0,0,0,0,0.166667,0.75,0.466663,1,0,92889.515539,93000
0,0,0,0,0,0.5,1,0.261328,1,0,102076.912183,102000
0,0,0,0,0,0.5,0,0.582977,1,0,71482.158285,68000
0,0,0,0,0.333333,0.833333,0.75,0.288369,1,0,95232.012209,94000
0,0,0,1,0,0.166667,0.75,0.353329,1,0,93654.79863,95500
0,0,0,0,0,0.666667,0.25,0.499997,1,0,78289.759647,74000
0,0,0,0,0.333333,0.333333,0,0.43333,1,0,72321.881162,67000
0,0,0,0,0,0.166667,0.75,0.000433,1,0,95493.233921,94900
0,0,0,0,0,0.166667,0.75,0.159994,1,0,94602.859514,96500
0,0,0,0,0.333333,0,0,0.619997,1,0,71345.061571,73400
0,0,0,0,0,0.166667,0.25,0.619997,1,0,77325.298067,74500
0,0,0,0,0,0,0.25,0.00128,1,0,80199.077926,79000
0,0,0,0,0.333333,0.166667,0.5,0.00034,1,0,88312.75988,81000
0,0,0,0,0,0,0.25,0.746665,1,0,76610.582248,72000
0,0,0.666667,0,0,0.166667,0,0.45333,1,1,75212.695693,79900
0,0,0,0,0,0.166667,0.75,0.319995,1,0,93708.988281,95000
0,0,0,0,0.333333,0.166667,1,0.093327,1,0,103213.887433,106000
0,0,0,0,0,0.166667,0.75,0.000433,1,0,95493.233921,94900
0,0,0,0,0.333333,0.166667,1,0.092261,1,0,103219.474269,107000
0,0,0.666667,0,0,0.166667,1,0.226662,1,0,105905.615303,103000
0,0,0,0,0,0,0,0.619997,1,0,71062.941802,70000
0,0,0,0,0,0.166667,0.5,0.53333,1,0,84841.043195,81000
0,0,0.666667,0,1,0.333333,0,0.733332,0,1,75555.713175,76000
0,0,0,0,0,0.166667,0.75,0.350662,1,0,93537.624519,94500
0,0,0,0,0,0.333333,1,0.446663,1,0,100912.220242,100000
0,0,0.333333,0,0,0,0.25,0.399996,1,0,79472.653899,80000
0,0,0,0,0.333333,0.166667,0.25,0.266662,1,0,79177.256167,82000
0,0,0,0,0,0,0.25,0.536664,1,0,77216.057988,78000
0,0,0,0,0.333333,0,0.25,0.599997,1,0,77323.290999,76500
0,0,0,0,0,0.166667,1,0.119081,1,0,102729.543295,104000
0,0,0,0,0.333333,0.166667,0.25,0.53333,1,0,77814.721709,81990
0,0,0,0,0,0.166667,0.75,0.526664,1,0,92137.994928,93990
0,0,0,0,0,0.166667,0.25,0.556384,1,0,77272.273437,81000
0,0,0,0,0.333333,0.5,0.5,0.000827,1,0,88469.815108,79900
0,0,0,0,0,0,0.5,0.381329,1,0,85006.249615,88000
0,0,0,0,0,0.166667,0.25,0.51333,1,0,77484.070618,81500
0,0,0,0,0,0.166667,0.25,0.613331,1,0,76993.944008,78999
0,0,0,0,0.333333,0.166667,1,0.133328,1,0,103288.635492,106000
0,0,0,0,0,0.166667,0.75,0.149994,1,0,94468.03959,96000
0,0,0,0,0,0.166667,0.75,0.000427,1,0,95398.424232,94900
0,0,0,0,0,0,0.25,0.966666,1,0,75175.997798,75900
0,0,0,0,0,0,0,0.629998,1,0,70932.84145,70000
0,0,0,0,0,0.166667,0.5,0.818319,1,0,82748.550351,78000
0,0,0,0,0.333333,0.166667,0.75,0.319995,1,0,94065.688189,94200
0,0,0,0,0,0.166667,0.5,0.486663,1,0,84606.375221,79500
0,0,0,0,0.333333,0.166667,0,0.699998,1,0,71046.992058,74500
0,0,0,0,0.333333,0.166667,0.5,0.446663,1,0,85397.139145,81500
0,0,0,0,0,0,0,0.476663,1,0,71557.01704,73500
0,0,0,0,0,0.166667,0.25,0.00062,1,0,80095.927699,79900
0,0,0,0,0,0.166667,1,0.079994,1,0,102967.002696,108000
0,0,0,0,0,0.166667,1,0.333329,1,0,101420.107445,103000
0,0,0,0,0,0,0.5,0.379996,1,0,85013.86457,81000
0,0,0,0,0,0.166667,0.75,0.526664,1,0,92137.994928,93990
0,0,0,0,0,0.166667,1,0.153328,1,0,102521.101871,109900
0,0,0,0,0,0,0.25,0.374262,1,0,77946.056012,79900
0,0,0,0,0,0.833333,0.25,0.353329,1,0,78169.206102,80000
0,0,0,0,0,0.166667,0,0.626664,1,0,71623.384408,75000
0,0,0,0,0.333333,1,0.75,0.273328,1,0,94745.916041,96000
0,0,0,0,0,0.166667,0.5,0.399996,1,0,84908.631282,80500
0,0,0,0,0,0.166667,1,0.333329,1,0,101851.347265,103500
0,0,0,0,0,0.166667,0,0.439996,1,0,72156.673993,76900
0,0,0,0,0.333333,0,0.25,0.57333,1,0,77739.582829,81000
0,0,0,0,0,0.166667,0.5,0.534997,1,0,84294.697345,80500
0,0,0,0,0,0,0,0.479997,1,0,72030.913095,72000
0,0,0,0,0,1,1,0.232662,1,0,102626.222044,105990
0,0,0,0,0,0.166667,1,0.164648,1,0,102683.647251,105000
0,0,0,0,0,0.333333,0,0.633331,1,0,71614.311604,72000
0,0,0,0,0.333333,0.166667,0,0.706665,1,0,71767.363653,74500
0,0,0,0,0,0.166667,1,0.255995,1,0,102233.734543,104000
0,0,0,0,0.333333,0.166667,0.25,0.670038,1,0,77402.224218,50000
0,0,0,0,0.333333,0,0.75,0.379329,1,0,93869.553099,93490
0,0,0,0,0.333333,0.166667,0.75,0.378996,1,0,93927.388541,93499
0,0,0,0,0,0.166667,0.75,0.296895,1,0,93557.400557,93500
0,0,0,0,0.333333,0.166667,0.25,0.519997,1,0,77969.711435,70000
0,0,0,0,0,0.166667,1,0.293329,1,0,102049.299261,105000
0,0,0,0,0,0.333333,1,0.446663,1,0,101345.572103,102000
0,0,0,0,0,0.5,1,0.261328,1,0,102319.839372,102000
0,0,0,0,0.333333,0,1,0.179995,1,0,103312.062954,104500
0,0,0,0,0.333333,0.333333,0,0.406663,1,0,72661.813107,81900
0,0,0,0,0,0.333333,0.25,0.377996,1,0,77986.449953,80000
0,0,0,0,0.333333,0,0.5,0.333329,1,0,85874.87747,85000
0,0,0,0,0.333333,0.166667,0,0.466663,1,0,72468.740237,69900
0,0,0,0,0,0.166667,0.5,0.699998,1,0,83554.463407,81000
